사업소,호기,일자,SOX,SOX기준,NOX,NOX기준,먼지,먼지기준,산소,유량,온도,SOX기준초과,NOX기준초과,먼지기준초과,기준초과,용량(MW),발전량(MWh),열효율(%),이용률(%),발전원,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm)
분당,1호기,20230101,,35.0,2.24,100.0,,15.0,20.78,63.8,40.38,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,2호기,20230101,,35.0,10.47,100.0,,15.0,15.45,52086.15,145.54,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,3호기,20230101,,35.0,9.61,100.0,,15.0,15.52,57196.79,122.21,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,4호기,20230101,,35.0,10.38,100.0,,15.0,15.51,55297.96,104.23,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,5호기,20230101,,35.0,10.46,100.0,,15.0,15.46,58676.38,105.3,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,6호기,20230101,,35.0,7.97,100.0,,15.0,15.59,53715.6,110.46,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,7호기,20230101,,35.0,7.33,100.0,,15.0,15.4,59320.62,105.81,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,8호기,20230101,,35.0,1.61,100.0,,15.0,20.83,190.4,18.0,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-2.1,-6.6,3.5,,7.1,267.2,1342.0,4.2,290.0,1428.0,1.8,156240.0,290.0,-9.0,35.4,1256.0,63.0,3.2,,,,,
분당,1호기,20230102,,35.0,2.87,100.0,,15.0,20.85,36.01,26.45,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,2호기,20230102,,35.0,10.42,100.0,,15.0,15.8,49068.42,146.34,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,3호기,20230102,,35.0,10.22,100.0,,15.0,15.52,58114.17,122.7,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,4호기,20230102,,35.0,9.88,100.0,,15.0,15.56,55723.22,105.3,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,5호기,20230102,,35.0,10.1,100.0,,15.0,15.58,58349.94,106.41,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,6호기,20230102,,35.0,7.72,100.0,,15.0,15.67,54000.44,113.33,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,7호기,20230102,,35.0,6.85,100.0,,15.0,15.41,59384.22,108.22,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,8호기,20230102,,35.0,6.64,100.0,,15.0,17.68,36897.59,74.08,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-5.6,-9.1,-1.7,,7.1,247.5,1541.0,4.2,290.0,955.0,2.0,173520.0,290.0,-13.5,35.0,1311.0,55.0,2.2,,,,,
분당,1호기,20230103,,35.0,3.39,100.0,,15.0,20.85,30.71,21.52,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,2호기,20230103,,35.0,9.24,100.0,,15.0,17.68,30737.04,101.43,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,3호기,20230103,,35.0,10.5,100.0,,15.0,15.52,58217.97,123.83,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,4호기,20230103,,35.0,10.52,100.0,,15.0,15.54,56042.75,106.94,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,5호기,20230103,,35.0,10.82,100.0,,15.0,15.53,59148.77,108.51,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,6호기,20230103,,35.0,7.74,100.0,,15.0,15.69,53753.24,115.79,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,7호기,20230103,,35.0,6.51,100.0,,15.0,15.44,59417.72,110.67,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,8호기,20230103,,35.0,8.47,100.0,,15.0,15.66,60848.0,115.3,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-6.3,-11.4,-0.2,,6.6,247.5,1413.0,4.0,270.0,1544.0,1.3,111240.0,270.0,-12.6,37.2,1317.0,63.0,2.3,,,,,
분당,1호기,20230104,,35.0,10.08,100.0,,15.0,18.73,27639.45,68.56,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,2호기,20230104,,35.0,10.59,100.0,,15.0,15.51,53879.36,123.65,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,3호기,20230104,,35.0,9.86,100.0,,15.0,15.44,59709.67,123.48,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,4호기,20230104,,35.0,9.28,100.0,,15.0,15.46,57473.13,104.37,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,5호기,20230104,,35.0,10.23,100.0,,15.0,15.48,60225.1,105.4,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,6호기,20230104,,35.0,7.75,100.0,,15.0,15.66,53766.5,112.01,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,7호기,20230104,,35.0,5.26,100.0,,15.0,17.11,41965.89,86.42,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,8호기,20230104,,35.0,8.53,100.0,,15.0,15.61,61275.73,111.38,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-3.1,-9.2,2.5,,6.1,303.8,1438.0,3.7,290.0,1337.0,1.2,104400.0,290.0,-7.9,45.6,1352.0,71.0,3.4,,,,,
분당,1호기,20230105,,35.0,12.73,100.0,,15.0,15.51,59172.55,127.94,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,2호기,20230105,,35.0,9.51,100.0,,15.0,16.74,40159.31,105.67,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,3호기,20230105,,35.0,9.95,100.0,,15.0,15.47,58193.31,124.45,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,4호기,20230105,,35.0,9.09,100.0,,15.0,16.78,42402.95,87.58,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,5호기,20230105,,35.0,10.98,100.0,,15.0,15.48,59047.45,106.35,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,6호기,20230105,,35.0,7.68,100.0,,15.0,15.64,53491.84,112.46,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,7호기,20230105,,35.0,6.06,100.0,,15.0,17.25,38728.37,82.21,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,8호기,20230105,,35.0,8.5,100.0,,15.0,15.58,61309.86,111.63,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-3.6,-9.0,2.1,,2.8,340.0,1447.0,1.9,250.0,1555.0,0.8,650.0,290.0,-6.8,52.0,1326.0,80.1,3.7,,,,,
분당,1호기,20230106,,35.0,10.46,100.0,,15.0,15.48,58398.12,127.3,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,2호기,20230106,,35.0,8.38,100.0,,15.0,17.23,34864.24,96.17,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,3호기,20230106,,35.0,8.99,100.0,,15.0,15.43,57686.59,123.88,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,4호기,20230106,,35.0,4.09,100.0,,15.0,19.98,8800.04,43.6,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,5호기,20230106,,35.0,10.35,100.0,,15.0,15.49,58460.78,107.13,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,6호기,20230106,,35.0,7.01,100.0,,15.0,15.65,52684.11,114.57,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,7호기,20230106,,35.0,7.18,100.0,,15.0,15.41,58299.59,109.78,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,8호기,20230106,,35.0,8.27,100.0,,15.0,15.53,61196.97,113.82,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-0.9,-7.8,4.1,5.5,6.4,110.0,2124.0,3.7,110.0,2138.0,1.3,1133.0,140.0,-3.5,59.0,1216.0,84.1,4.8,,,,,
분당,1호기,20230107,,35.0,8.22,100.0,,15.0,15.4,58426.14,128.35,0,0,0,0,77.76,54514.0,28.43,94.23,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,2호기,20230107,,35.0,0.34,100.0,,15.0,20.76,226.84,38.23,0,0,0,0,77.76,23067.0,27.61,39.87,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,3호기,20230107,,35.0,9.33,100.0,,15.0,15.31,58447.04,123.69,0,0,0,0,77.76,62434.0,29.51,107.92,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,4호기,20230107,,35.0,1.18,100.0,,15.0,20.78,119.9,23.28,0,0,0,0,77.76,19150.0,29.39,33.1,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,5호기,20230107,,35.0,10.57,100.0,,15.0,15.54,57498.67,110.86,0,0,0,0,77.76,61941.0,29.69,107.07,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,6호기,20230107,,35.0,7.14,100.0,,15.0,15.58,53100.53,116.72,0,0,0,0,77.76,58894.0,29.33,101.8,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,7호기,20230107,,35.0,7.52,100.0,,15.0,15.31,58511.02,111.83,0,0,0,0,77.76,45806.0,28.89,79.18,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,8호기,20230107,,35.0,8.31,100.0,,15.0,15.49,60778.17,116.02,0,0,0,0,77.76,58869.0,29.27,101.76,복합,0.5,-3.8,3.0,0.1,7.5,270.0,1432.0,4.5,270.0,1440.0,2.2,1893.0,270.0,-1.3,64.0,1650.0,88.0,5.6,,,,,
분당,1호기,20230108,,35.0,7.47,100.0,,15.0,15.4,59206.94,129.41,0,0,0,0,77.76,54514.0,28.43,94.23,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,2호기,20230108,,35.0,0.85,100.0,,15.0,20.79,188.66,26.67,0,0,0,0,77.76,23067.0,27.61,39.87,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,3호기,20230108,,35.0,9.51,100.0,,15.0,15.41,57751.47,125.06,0,0,0,0,77.76,62434.0,29.51,107.92,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,4호기,20230108,,35.0,2.24,100.0,,15.0,20.8,108.09,21.52,0,0,0,0,77.76,19150.0,29.39,33.1,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,5호기,20230108,,35.0,9.75,100.0,,15.0,15.55,58186.44,112.63,0,0,0,0,77.76,61941.0,29.69,107.07,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,6호기,20230108,,35.0,7.99,100.0,,15.0,15.59,53248.53,117.37,0,0,0,0,77.76,58894.0,29.33,101.8,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,7호기,20230108,,35.0,8.04,100.0,,15.0,15.38,58431.9,112.64,0,0,0,0,77.76,45806.0,28.89,79.18,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,8호기,20230108,,35.0,9.39,100.0,,15.0,15.53,61177.7,116.9,0,0,0,0,77.76,58869.0,29.27,101.76,복합,0.2,-6.0,4.9,,3.8,200.0,1151.0,2.3,160.0,1220.0,0.9,811.0,90.0,-3.6,52.0,1608.0,77.9,4.7,,,,,
분당,1호기,20230109,,35.0,8.1,100.0,,15.0,15.47,57571.65,128.59,0,0,0,0,77.76,54514.0,28.43,94.23,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,2호기,20230109,,35.0,0.75,100.0,,15.0,20.79,173.21,24.39,0,0,0,0,77.76,23067.0,27.61,39.87,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,3호기,20230109,,35.0,10.54,100.0,,15.0,15.36,57836.35,124.12,0,0,0,0,77.76,62434.0,29.51,107.92,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,4호기,20230109,,35.0,1.38,100.0,,15.0,20.82,84.88,23.17,0,0,0,0,77.76,19150.0,29.39,33.1,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,5호기,20230109,,35.0,12.03,100.0,,15.0,15.46,58422.69,111.51,0,0,0,0,77.76,61941.0,29.69,107.07,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,6호기,20230109,,35.0,8.02,100.0,,15.0,15.57,53109.42,116.77,0,0,0,0,77.76,58894.0,29.33,101.8,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,7호기,20230109,,35.0,8.59,100.0,,15.0,15.37,57843.1,111.99,0,0,0,0,77.76,45806.0,28.89,79.18,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,8호기,20230109,,35.0,9.87,100.0,,15.0,15.44,61344.31,116.18,0,0,0,0,77.76,58869.0,29.27,101.76,복합,2.3,-3.0,6.8,,8.3,270.0,1602.0,4.8,290.0,1208.0,1.9,1645.0,290.0,-3.9,36.0,1317.0,64.3,4.7,,,,,
분당,1호기,20230110,,35.0,8.05,100.0,,15.0,15.48,58211.68,129.27,0,0,0,0,77.76,54514.0,28.43,94.23,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,2호기,20230110,,35.0,1.46,100.0,,15.0,20.81,160.0,22.31,0,0,0,0,77.76,23067.0,27.61,39.87,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,3호기,20230110,,35.0,9.96,100.0,,15.0,15.41,57826.16,124.79,0,0,0,0,77.76,62434.0,29.51,107.92,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,4호기,20230110,,35.0,2.81,100.0,,15.0,20.82,93.2,22.52,0,0,0,0,77.76,19150.0,29.39,33.1,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,5호기,20230110,,35.0,11.28,100.0,,15.0,15.51,58427.99,112.09,0,0,0,0,77.76,61941.0,29.69,107.07,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,6호기,20230110,,35.0,7.88,100.0,,15.0,15.62,53032.57,117.86,0,0,0,0,77.76,58894.0,29.33,101.8,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,7호기,20230110,,35.0,8.68,100.0,,15.0,15.67,55118.19,111.27,0,0,0,0,77.76,45806.0,28.89,79.18,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,8호기,20230110,,35.0,8.63,100.0,,15.0,15.49,58933.97,117.88,0,0,0,0,77.76,58869.0,29.27,101.76,복합,-0.2,-6.3,7.2,,6.1,180.0,1416.0,3.0,200.0,1429.0,0.9,818.0,250.0,-4.7,47.0,1351.0,73.4,4.4,,,,,
분당,1호기,20230111,,35.0,7.22,100.0,,15.0,15.39,60328.49,128.93,0,0,0,0,77.76,54514.0,28.43,94.23,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,2호기,20230111,,35.0,2.77,100.0,,15.0,20.79,1634.66,21.3,0,0,0,0,77.76,23067.0,27.61,39.87,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,3호기,20230111,,35.0,10.74,100.0,,15.0,15.39,59219.17,124.39,0,0,0,0,77.76,62434.0,29.51,107.92,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,4호기,20230111,,35.0,3.88,100.0,,15.0,20.82,1011.01,21.95,0,0,0,0,77.76,19150.0,29.39,33.1,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,5호기,20230111,,35.0,11.15,100.0,,15.0,15.52,59993.03,111.9,0,0,0,0,77.76,61941.0,29.69,107.07,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,6호기,20230111,,35.0,7.8,100.0,,15.0,15.64,52412.62,114.69,0,0,0,0,77.76,58894.0,29.33,101.8,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,7호기,20230111,,35.0,7.63,100.0,,15.0,17.72,32465.43,79.64,0,0,0,0,77.76,45806.0,28.89,79.18,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,8호기,20230111,,35.0,8.69,100.0,,15.0,15.58,55705.74,117.03,0,0,0,0,77.76,58869.0,29.27,101.76,복합,0.2,-4.9,7.4,,3.4,160.0,1157.0,2.7,290.0,1602.0,0.8,726.0,250.0,-2.6,39.0,1351.0,83.3,5.1,,,,,
분당,1호기,20230112,,35.0,5.79,100.0,,15.0,15.34,58671.04,126.23,0,0,0,0,77.76,54514.0,28.43,94.23,복합,4.7,-4.0,12.6,0.1,4.2,90.0,2332.0,2.8,110.0,1043.0,1.1,987.0,110.0,-2.9,36.0,1211.0,62.3,4.9,,,,,
분당,2호기,20230112,,35.0,2.47,100.0,,15.0,20.78,174.99,21.83,0,0,0,0,77.76,23067.0,27.61,39.87,복합,4.7,-4.0,12.6,0.1,4.2,90.0,2332.0,2.8,110.0,1043.0,1.1,987.0,110.0,-2.9,36.0,1211.0,62.3,4.9,,,,,
